zip code,population,Lat,Lon,latitude.y,longitude.y,city,state,county
3602,2654,43.1408324,-72.3475682,43.134412,-72.310623,Alstead,NH,Cheshire
3603,5412,43.246634,-72.3839312,43.268117,-72.370222,Charlestown,NH,Sullivan
3604,69,43.1273332,-72.3768643,42.947098,-72.243029,Drewsville,NH,Cheshire
3605,1160,43.2365642,-72.1848691,43.213615,-72.196758,Lempster,NH,Sullivan
3607,322,43.1965104,-72.2683534,43.364504,-72.193966,South Acworth,NH,Sullivan
3608,2811,43.0765049,-72.3959264,43.072239,-72.390121,Walpole,NH,Cheshire
3609,854,43.1439257,-72.4463913,43.138018,-72.407236,North Walpole,NH,Cheshire
3740,911,44.1843216,-71.9787987,44.114163,-71.948852,Bath,NH,Grafton
3741,4208,43.6749422,-72.0088283,43.63123,-72.057312,Canaan,NH,Grafton
3743,14103,43.3607254,-72.3269286,43.415993,-72.209819,Claremont,NH,Sullivan
3745,1424,43.4764553,-72.3341504,43.462156,-72.337149,Cornish,NH,Sullivan
3746,216,43.494376,-72.2571514,43.364504,-72.193966,Cornish Flat,NH,Sullivan
3748,4762,43.5890307,-72.1319289,43.630906,-72.116603,Enfield,NH,Grafton
3750,870,43.7081884,-72.195047,43.697999,-72.215182,Etna,NH,Grafton
3751,583,43.4497528,-72.0923112,43.44872,-72.063675,Georges Mills,NH,Sullivan
3752,810,43.2722954,-72.1004854,43.417705,-72.196718,Goshen,NH,Sullivan
3753,2971,43.5165899,-72.1490935,43.463101,-72.218445,Grantham,NH,Sullivan
3754,86,43.3774607,-72.1383901,43.365618,-72.125562,Guild,NH,Sullivan
3755,10538,43.7409835,-72.1391345,43.861077,-72.120314,Hanover,NH,Grafton
3765,503,44.0352268,-72.0502035,44.037549,-72.046692,Haverhill,NH,Grafton
3766,8958,43.6333014,-72.2357462,43.637148,-72.23546,Lebanon,NH,Grafton
3768,1716,43.816372,-72.0940123,43.801656,-72.130495,Lyme,NH,Grafton
3770,524,43.5313004,-72.2588148,43.421675,-72.255638,Meriden,NH,Sullivan
3771,754,44.2966637,-71.9806488,44.268612,-72.015317,Monroe,NH,Grafton
3773,7841,43.3705457,-72.1974938,43.390485,-72.199659,Newport,NH,Sullivan
3774,1966,44.0997528,-71.9854747,44.077803,-72.014608,North Haverhill,NH,Grafton
3777,1237,43.8861814,-72.0611379,43.927348,-72.10987,Orford,NH,Grafton
3779,790,43.9615932,-72.0014182,43.948343,-72.062132,Piermont,NH,Grafton
3780,410,44.0468459,-71.988957,43.967542,-71.840883,Pike,NH,Grafton
3781,1840,43.5600577,-72.2993581,43.432999,-72.282596,Plainfield,NH,Sullivan
3782,2945,43.3900882,-72.0931293,43.426838,-72.15471,Sunapee,NH,Sullivan
3784,4086,43.6381678,-72.3064054,43.644367,-72.2348,West Lebanon,NH,Grafton
3785,2400,44.0435163,-71.9122001,43.948644,-72.080708,Woodsville,NH,Grafton
3801,21532,43.0748116,-70.8054433,43.009222,-70.950742,Portsmouth,NH,Rockingham
3809,3716,43.4578457,-71.1991308,43.462586,-71.222455,Alton,NH,Belknap
3810,1538,43.5136453,-71.2938676,43.502514,-71.277387,Alton Bay,NH,Belknap
3811,6753,42.8392228,-71.1663203,42.878366,-71.159035,Atkinson,NH,Rockingham
3812,824,44.08113,-71.2972366,43.883871,-71.257726,Bartlett,NH,Carroll
3813,3250,44.1273878,-71.0608532,43.797391,-71.145357,Center Conway,NH,Carroll
3814,2329,43.7709369,-71.1815047,43.762429,-71.122689,Center Ossipee,NH,Carroll
3816,1368,43.6865096,-71.2690008,43.660752,-71.274458,Center Tuftonboro,NH,Carroll
3817,574,43.88717,-71.2294024,43.74858,-71.089796,Chocorua,NH,Carroll
3818,3807,43.9595335,-71.2753195,43.78892,-71.10261,Conway,NH,Carroll
3819,4377,42.9279108,-71.1201845,42.926725,-71.082299,Danville,NH,Rockingham
3820,30039,43.1906655,-70.8876614,43.297309,-70.992042,Dover,NH,Strafford
3823,1719,43.1746071,-70.9414534,NA,NA,NA,NA,NA
3824,14638,43.1173464,-70.9184202,43.165772,-70.962843,Durham,NH,Strafford
3825,8512,43.2155691,-71.0389788,43.29779,-71.097423,Barrington,NH,Strafford
3826,2470,42.8900018,-71.1306748,42.893629,-71.14269,East Hampstead,NH,Rockingham
3827,3150,42.9037387,-70.9955699,42.912071,-71.054245,East Kingston,NH,Rockingham
3830,1610,43.6135632,-70.9944995,43.635065,-71.009368,East Wakefield,NH,Carroll
3832,395,43.9069604,-71.0475203,43.883871,-71.257726,Eaton Center,NH,Carroll
3833,20955,42.978415,-70.9875221,42.951274,-70.922262,Exeter,NH,Rockingham
3835,6786,43.37256,-71.0832595,43.306172,-71.003435,Farmington,NH,Strafford
3836,1489,43.8420552,-71.075122,43.823704,-71.093154,Freedom,NH,Carroll
3837,1519,43.422251,-71.3360865,43.446567,-71.299456,Gilmanton Iron Works,NH,Belknap
3838,1031,44.1123355,-71.2254483,44.050111,-71.265371,Glen,NH,Carroll
3839,3735,43.2629938,-70.9912027,43.309966,-70.998256,Rochester,NH,Strafford
3840,3566,43.0397315,-70.8456219,43.038634,-70.809157,Greenland,NH,Rockingham
3841,6334,42.8814448,-71.183034,42.877438,-71.139098,Hampstead,NH,Rockingham
3842,15345,42.9396007,-70.836728,42.917389,-70.95095,Hampton,NH,Rockingham
3844,2238,42.9248106,-70.8862417,42.891888,-70.982601,Hampton Falls,NH,Rockingham
3845,991,44.0954218,-71.120516,44.082716,-71.134348,Intervale,NH,Carroll
3846,799,44.1874731,-71.1557857,43.883871,-71.257726,Jackson,NH,Carroll
3847,294,44.0718747,-71.1240333,43.883871,-71.257726,Kearsarge,NH,Carroll
3848,6020,42.9137308,-71.0735952,42.909731,-71.102933,Kingston,NH,Rockingham
3849,1585,43.9024545,-71.1298705,43.902311,-71.124612,Madison,NH,Carroll
3850,372,43.6906361,-71.2976028,43.707657,-71.301681,Melvin Village,NH,Carroll
3851,4040,43.4372538,-71.0254352,43.422942,-71.011369,Milton,NH,Strafford
3852,558,43.4950127,-70.9860402,43.326734,-71.028427,Milton Mills,NH,Strafford
3853,602,43.6421264,-71.2832526,43.646319,-71.282068,Mirror Lake,NH,Carroll
3854,968,43.0602799,-70.7188556,43.064938,-70.721596,New Castle,NH,Rockingham
3855,2638,43.4636723,-71.1522157,43.459503,-71.119055,New Durham,NH,Strafford
3856,1680,43.0385087,-70.9679535,43.037363,-70.978211,Newfields,NH,Rockingham
3857,9006,43.071424,-70.9513647,42.979021,-70.891642,Newmarket,NH,Rockingham
3858,4603,42.8703694,-71.0459151,42.937092,-71.006898,Newton,NH,Rockingham
3860,4056,44.0402389,-71.1209594,43.784643,-71.10263,North Conway,NH,Carroll
3861,4330,43.1185371,-71.0065109,NA,NA,NA,NA,NA
3862,4278,42.9783168,-70.8301087,43.00027,-70.913947,North Hampton,NH,Rockingham
3864,1696,43.6883051,-71.100411,43.667352,-71.153338,Ossipee,NH,Carroll
3865,7609,42.840703,-71.0949928,42.937838,-70.926206,Plaistow,NH,Rockingham
3867,20758,43.3035285,-70.9882384,43.326831,-70.993148,Rochester,NH,Strafford
3868,5323,43.3242406,-70.9401773,43.349689,-70.945161,Rochester,NH,Strafford
3869,2469,43.2198451,-70.8431121,43.16136,-70.942666,Rollinsford,NH,Strafford
3870,5162,43.0086489,-70.7583304,43.010939,-70.764813,Rye,NH,Rockingham
3871,136,42.9809478,-70.7773625,42.980639,-70.771896,Rye Beach,NH,Rockingham
3872,3809,43.570559,-71.0432331,43.570694,-71.079427,Sanbornville,NH,Carroll
3873,5711,42.9340178,-71.1836046,42.922666,-71.174262,Sandown,NH,Rockingham
3874,8776,42.8831227,-70.860823,42.964415,-70.819897,Seabrook,NH,Rockingham
3875,833,43.8950781,-71.1892755,43.855269,-71.176182,Silver Lake,NH,Carroll
3878,11824,43.2534762,-70.8879437,43.229489,-70.958264,Somersworth,NH,Strafford
3882,1465,43.7467328,-71.0419102,43.704702,-70.990155,Effingham,NH,Carroll
3883,178,43.8085372,-71.3203361,43.883871,-71.257726,South Tamworth,NH,Carroll
3884,3964,43.2755994,-71.168991,43.256871,-71.171886,Strafford,NH,Strafford
3885,7261,43.0149968,-70.9025858,43.01295,-70.882134,Stratham,NH,Rockingham
3886,2112,43.8640381,-71.2960679,43.647527,-71.277779,Tamworth,NH,Carroll
3887,2154,43.4996371,-71.0680849,43.459999,-71.040842,Union,NH,Carroll
3890,327,43.8006017,-71.201489,43.811782,-71.194586,West Ossipee,NH,Carroll
3894,6314,43.6037729,-71.1771389,43.667102,-71.183597,Wolfeboro,NH,Carroll
3901,7246,43.2993321,-70.8420772,43.279539,-70.740013,Berwick,ME,York
3902,2211,43.2149159,-70.6288062,43.245785,-70.664719,Cape Neddick,ME,York
3903,6211,43.1465519,-70.7743831,43.182729,-70.745759,Eliot,ME,York
3904,7703,43.1080513,-70.7285948,43.191554,-70.684607,Kittery,ME,York
3905,1780,43.0861935,-70.6868463,43.094746,-70.68928,Kittery Point,ME,York
3906,4647,43.3511096,-70.7787451,43.340626,-70.753996,North Berwick,ME,York
3907,894,43.2558576,-70.6112746,43.350806,-70.731498,Ogunquit,ME,York
3908,7233,43.2304916,-70.7524265,43.227549,-70.71171,South Berwick,ME,York
3909,9738,43.1664605,-70.6790042,43.237891,-70.69099,York,ME,York
3910,328,43.1853094,-70.6034551,43.211674,-70.73201,York Beach,ME,York
3911,250,43.1422228,-70.6263546,43.155465,-70.635702,York Harbor,ME,York
4001,2429,43.5198397,-70.9236594,43.520752,-70.804588,Acton,ME,York
4002,7351,43.4890685,-70.6619055,43.467224,-70.738992,Alfred,ME,York
4003,330,43.7272611,-69.9568988,43.735867,-69.995456,Bailey Island,ME,Cumberland
4005,23146,43.492125,-70.4853676,43.532376,-70.651859,Biddeford,ME,York
4006,96,43.4442924,-70.3445695,43.436049,-70.3598,Biddeford Pool,ME,York
4008,2723,44.0342387,-69.8670478,44.023162,-69.875816,Bowdoinham,ME,Sagadahoc
4009,5151,44.0462407,-70.7284236,43.939828,-70.747431,Bridgton,ME,Cumberland
4010,1597,43.9307985,-70.9185838,44.163033,-70.739823,Brownfield,ME,Oxford
4011,20278,43.8964309,-69.9733865,43.935634,-70.340652,Brunswick,ME,Cumberland
4015,3808,43.9762866,-70.521109,43.962115,-70.524465,Casco,ME,Cumberland
4017,341,43.7389545,-70.0883958,43.727806,-70.120437,Chebeague Island,ME,Cumberland
4019,71,43.6862161,-70.1028381,44.408078,-70.470703,Cliff Island,ME,Cumberland
4020,1403,43.7671865,-70.8088623,43.77397,-70.791727,Cornish,ME,York
4021,5820,43.7922888,-70.2665267,43.812676,-70.450494,Cumberland Center,ME,Cumberland
4022,1148,43.9946299,-70.8145467,44.566156,-70.661557,Denmark,ME,Oxford
4024,608,43.8363197,-70.6852448,43.844826,-70.688656,East Baldwin,ME,Cumberland
4027,6031,43.3999085,-70.9127855,43.459708,-70.91519,Lebanon,ME,York
4029,1725,43.9025321,-70.6895644,43.867223,-70.547159,Sebago,ME,Cumberland
4030,2208,43.5890617,-70.696275,43.596921,-70.689681,East Waterboro,ME,York
4032,7879,43.8435026,-70.0916988,43.864477,-70.097543,Freeport,ME,Cumberland
4037,3834,44.0943549,-70.9466084,44.044292,-70.964418,Fryeburg,ME,Oxford
4038,16381,43.7036174,-70.4637804,43.803689,-70.355188,Gorham,ME,Cumberland
4039,7422,43.9045512,-70.3670267,43.878567,-70.328889,Gray,ME,Cumberland
4040,3111,44.1434524,-70.8201541,43.992681,-70.357119,Harrison,ME,Cumberland
4041,1613,43.8489131,-70.8315695,43.879628,-70.826188,Hiram,ME,Oxford
4042,4281,43.6310191,-70.614369,43.584232,-70.624391,Hollis Center,ME,York
4043,10810,43.3932772,-70.5769941,43.494679,-70.54921,Kennebunk,ME,York
4046,7496,43.4294802,-70.4741132,43.534125,-70.607475,Kennebunkport,ME,York
4047,1892,43.7327875,-70.8991541,43.744987,-70.909196,Parsonsfield,ME,York
4048,2946,43.6884813,-70.7818831,43.661222,-70.83448,Limerick,ME,York
4049,3659,43.7450037,-70.7029796,43.703854,-70.748668,Limington,ME,York
4050,230,43.6859393,-70.1539193,44.408078,-70.470703,Long Island,ME,Cumberland
4051,1153,44.1924713,-70.8858033,44.139839,-70.886741,Lovell,ME,Oxford
4055,3793,43.9757686,-70.6392975,43.957208,-70.639546,Naples,ME,Cumberland
4056,257,43.6598077,-70.8774918,43.658378,-70.868871,Newfield,ME,York
4057,56,44.1015518,-70.6989193,44.408078,-70.470703,North Bridgton,ME,Cumberland
4061,3369,43.6354952,-70.7417834,43.54209,-70.710773,North Waterboro,ME,York
4062,17020,43.7946894,-70.4053294,43.911381,-70.396652,Windham,ME,Cumberland
4063,412,43.4991532,-70.3941909,43.504889,-70.385703,Ocean Park,ME,York
4064,8212,43.5250443,-70.38825,43.411837,-70.469526,Old Orchard Beach,ME,York
4066,539,43.7691476,-69.9654394,43.779982,-69.975477,Orrs Island,ME,Cumberland
4068,1505,43.8388433,-70.9470447,43.848322,-70.935379,Porter,ME,Oxford
4069,1465,43.9039141,-70.1820179,43.894983,-70.189159,Pownal,ME,Cumberland
4071,4801,43.9280485,-70.4502419,43.906227,-70.465928,Raymond,ME,Cumberland
4072,18482,43.550411,-70.4663413,43.541241,-70.666387,Saco,ME,York
4073,16189,43.4186437,-70.7477513,43.576196,-70.630569,Sanford,ME,York
4074,18760,43.5896271,-70.3661914,43.724562,-70.375162,Scarborough,ME,Cumberland
4076,2683,43.5540169,-70.8327964,43.510275,-70.77159,Shapleigh,ME,York
4079,3871,43.7905912,-69.9715299,43.78105,-69.995537,Harpswell,ME,Cumberland
4083,4525,43.4641207,-70.8143982,43.465941,-70.748295,Springvale,ME,York
4084,8088,43.7621466,-70.5666802,43.804454,-70.554905,Standish,ME,Cumberland
4085,1786,43.7733201,-70.6165142,43.771934,-70.639561,Steep Falls,ME,Cumberland
4086,8787,43.9649766,-69.9556237,43.981404,-69.937793,Topsham,ME,Sagadahoc
4087,2116,43.5699322,-70.7440252,43.573684,-70.749181,Waterboro,ME,York
4088,1516,44.2028327,-70.722362,44.566156,-70.661557,Waterford,ME,Oxford
4090,9589,43.3314323,-70.6455858,43.429659,-70.671274,Wells,ME,York
4091,911,43.8393519,-70.7441866,44.408078,-70.470703,West Baldwin,ME,Cumberland
4092,17515,43.7079473,-70.3526138,43.855116,-70.568534,Westbrook,ME,Cumberland
4093,8034,43.6363874,-70.5388313,43.653805,-70.622959,Buxton,ME,York
4095,1274,43.6289088,-70.9068341,43.601018,-70.902676,West Newfield,ME,York
4096,8349,43.7878186,-70.1594465,43.798227,-70.171979,Yarmouth,ME,Cumberland
4097,3574,43.8509982,-70.2341087,43.837951,-70.200114,North Yarmouth,ME,Cumberland
4101,17227,43.6626067,-70.257949,43.658784,-70.262393,Portland,ME,Cumberland
4102,17335,43.6579768,-70.3043014,43.74275,-70.44338,Portland,ME,Cumberland
4103,30606,43.6941305,-70.2880712,43.68826,-70.289844,Portland,ME,Cumberland
4105,11158,43.7404793,-70.277172,43.73928,-70.270696,Falmouth,ME,Cumberland
4106,25175,43.631402,-70.2859894,43.627364,-70.289248,South Portland,ME,Cumberland
4107,8980,43.5871732,-70.2364761,43.595512,-70.239559,Cape Elizabeth,ME,Cumberland
4108,862,43.6602552,-70.1860525,43.662809,-70.188442,Peaks Island,ME,Cumberland
4109,93,43.6375283,-70.1714262,43.678339,-70.198742,Portland,ME,Cumberland
4110,1391,43.7460267,-70.1800651,43.759021,-70.199307,Cumberland Foreside,ME,Cumberland
4210,23045,44.0845366,-70.2496493,44.087422,-70.243848,Auburn,ME,Androscoggin
4216,640,44.7086133,-70.8553619,44.56816,-70.704051,Andover,ME,Oxford
4217,3312,44.3800998,-70.8152388,44.428414,-70.770035,Bethel,ME,Oxford
4219,1472,44.4007547,-70.5581099,44.265009,-70.587095,Bryant Pond,ME,Oxford
4220,3077,44.343734,-70.3517316,44.326165,-70.381112,Buckfield,ME,Oxford
4221,1098,44.4623292,-70.3005633,44.38575,-70.311314,Canton,ME,Oxford
4222,3848,43.964603,-70.1265984,43.968378,-70.184618,Durham,ME,Androscoggin
4224,3040,44.5599532,-70.4157488,44.553968,-70.422541,Dixfield,ME,Oxford
4226,190,44.597872,-70.6769119,44.555618,-70.691857,East Andover,ME,Oxford
4227,79,44.568123,-70.293139,44.579135,-70.326337,East Dixfield,ME,Franklin
4228,6,44.4334894,-70.1152503,44.197009,-70.239485,East Livermore,ME,Androscoggin
4231,236,44.2630394,-70.8755317,44.313283,-70.861797,Stoneham,ME,Oxford
4234,168,44.6238311,-70.1918925,44.617509,-70.182012,East Wilton,ME,Franklin
4236,4350,44.1897541,-70.1450885,44.189655,-70.136683,Greene,ME,Androscoggin
4237,238,44.494585,-70.7346875,44.494347,-70.735691,Hanover,ME,Oxford
4238,1416,44.2092568,-70.3888783,44.22564,-70.372831,Hebron,ME,Oxford
4239,4851,44.5168965,-70.2021867,44.541508,-70.208556,Jay,ME,Franklin
4240,36592,44.0895941,-70.1721851,44.086323,-70.169297,Lewiston,ME,Androscoggin
4250,4228,44.0105197,-70.1274704,44.033026,-70.101247,Lisbon,ME,Androscoggin
4252,4799,44.0366878,-70.0587993,44.032476,-70.068046,Lisbon Falls,ME,Androscoggin
4253,2095,44.4041269,-70.2155602,44.297416,-70.189139,Livermore,ME,Androscoggin
4254,3181,44.4450033,-70.1377153,44.242189,-70.188508,Livermore Falls,ME,Androscoggin
4255,802,44.3447611,-70.6698304,44.401595,-70.708774,Greenwood,ME,Oxford
4256,3064,44.1048969,-70.4046803,44.079644,-70.272624,Mechanic Falls,ME,Androscoggin
4257,2681,44.5533637,-70.4957707,44.570265,-70.516131,Mexico,ME,Oxford
4258,2617,44.1379401,-70.3363339,44.146121,-70.339859,Minot,ME,Androscoggin
4259,3264,44.2335047,-70.0147235,44.349166,-69.870181,Monmouth,ME,Kennebec
4260,5542,43.9575077,-70.2960108,43.967474,-70.299687,New Gloucester,ME,Cumberland
4261,444,44.503368,-70.9614707,44.689526,-71.011246,Newry,ME,Oxford
4263,2326,44.2953505,-70.133074,44.292089,-70.135366,Leeds,ME,Androscoggin
4265,918,44.2792549,-70.042845,44.303359,-70.037848,North Monmouth,ME,Kennebec
4267,37,44.206591,-70.7923541,44.566156,-70.661557,North Waterford,ME,Oxford
4268,5023,44.2258668,-70.6100214,44.280503,-70.691576,Norway,ME,Oxford
4270,5880,44.1173349,-70.5274779,44.284385,-70.507791,Oxford,ME,Oxford
4271,67,44.2636108,-70.49819,44.264111,-70.498513,Paris,ME,Oxford
4274,5343,44.0481059,-70.3935627,44.047435,-70.389923,Poland,ME,Androscoggin
4275,514,44.702191,-70.6464263,44.566156,-70.661557,Roxbury,ME,Oxford
4276,5841,44.5599538,-70.6253131,44.523556,-70.638174,Rumford,ME,Oxford
4280,6474,44.1198628,-70.0593578,44.126723,-70.126922,Sabattus,ME,Androscoggin
4281,5116,44.2480012,-70.4908157,44.353052,-70.607841,South Paris,ME,Oxford
4282,5734,44.2651065,-70.2479796,44.265473,-70.254155,Turner,ME,Androscoggin
4284,1138,44.3625025,-70.0612303,44.359835,-70.074555,Wayne,ME,Kennebec
4285,433,44.6975134,-70.4489751,45.063384,-70.381639,Weld,ME,Franklin
4286,47,44.4014383,-70.8650793,44.40205,-70.860094,West Bethel,ME,Oxford
4287,3224,44.0654033,-69.9749818,44.057514,-69.965553,Bowdoin,ME,Sagadahoc
4289,1815,44.3192775,-70.5226467,44.340438,-70.543265,West Paris,ME,Oxford
4290,1541,44.4737185,-70.4302249,44.477183,-70.436722,Peru,ME,Oxford
4292,948,44.3859089,-70.4495962,44.3189,-70.477506,Sumner,ME,Oxford
4294,3995,44.6379142,-70.2754338,44.618873,-70.245935,Wilton,ME,Franklin
4330,26086,44.3518747,-69.7476388,44.351642,-69.803773,Augusta,ME,Kennebec
4342,1672,44.0860838,-69.7370213,44.077448,-69.738418,Dresden,ME,Lincoln
4343,25,44.3287901,-69.8914091,44.414056,-69.751913,East Winthrop,ME,Kennebec
4344,2951,44.2605484,-69.8278048,44.256614,-69.797105,Farmingdale,ME,Kennebec
4345,11646,44.195062,-69.7939155,44.296652,-69.796909,Gardiner,ME,Kennebec
4346,1772,44.2366073,-69.7513565,44.269959,-69.724135,Randolph,ME,Kennebec
4347,2355,44.2872408,-69.8180401,44.24913,-69.795037,Hallowell,ME,Kennebec
4348,2976,44.2108644,-69.4991523,44.220432,-69.513293,Jefferson,ME,Lincoln
4349,1158,44.4340068,-70.0670336,44.414056,-69.751913,Kents Hill,ME,Kennebec
4350,3577,44.1721441,-69.9345004,44.158104,-69.95404,Litchfield,ME,Kennebec
4351,2571,44.342538,-69.8622566,44.358014,-69.867001,Manchester,ME,Kennebec
4352,1632,44.4664885,-69.9604504,44.461522,-69.986762,Mount Vernon,ME,Kennebec
4353,2300,44.1980478,-69.6196277,44.188406,-69.575119,Whitefield,ME,Lincoln
4354,1535,44.3961145,-69.4306296,44.39559,-69.4168,Palermo,ME,Waldo
4355,2600,44.3815707,-69.9457474,44.38484,-69.953716,Readfield,ME,Kennebec
4357,3399,44.1168327,-69.8296069,44.108059,-69.827489,Richmond,ME,Sagadahoc
4358,4276,44.4144727,-69.5352715,44.375578,-69.586327,South China,ME,Kennebec
4359,388,44.1777861,-69.7626243,44.183266,-69.777196,South Gardiner,ME,Kennebec
4360,560,44.5548396,-69.9996313,44.414056,-69.751913,Vienna,ME,Kennebec
4363,2575,44.3166731,-69.5730317,44.414056,-69.751913,Windsor,ME,Kennebec
4364,6025,44.309991,-69.9630934,44.322865,-69.957627,Winthrop,ME,Kennebec
4401,44899,44.8485167,-68.8504049,45.061744,-68.878893,Bangor,ME,Penobscot
4406,819,45.2293002,-69.5969167,45.184103,-69.233382,Abbot,ME,Piscataquis
4408,176,44.8931621,-68.3027847,44.641873,-68.391481,Aurora,ME,Hancock
4410,1290,45.08826,-68.9066811,45.058864,-68.95432,Bradford,ME,Penobscot
4411,1492,44.8690562,-68.5804699,44.914946,-68.625688,Bradley,ME,Penobscot
4412,9482,44.7846913,-68.7350754,44.83561,-68.783742,Brewer,ME,Penobscot
4413,196,45.5614147,-67.7646283,45.002969,-67.495548,Brookton,ME,Washington
4414,1248,45.4428611,-69.1145704,45.310095,-69.029462,Brownville,ME,Piscataquis
4415,276,45.4003764,-69.0578772,45.351184,-69.058062,Brownville Junction,ME,Piscataquis
4416,5468,44.6237978,-68.7497418,44.600448,-68.773241,Bucksport,ME,Hancock
4417,370,45.2315142,-68.3418864,44.81782,-68.817481,Burlington,ME,Penobscot
4418,1771,45.0884157,-68.4614065,45.049429,-68.581212,Greenbush,ME,Penobscot
4419,2794,44.8004538,-69.0031168,44.808062,-68.940624,Carmel,ME,Penobscot
4421,1366,44.4096684,-68.814192,44.415639,-68.792883,Castine,ME,Hancock
4422,1409,45.0776526,-69.0314373,45.066999,-69.040695,Charleston,ME,Penobscot
4424,823,45.6803115,-67.8761989,45.658831,-67.866054,Danforth,ME,Washington
4426,4720,45.2130594,-69.1891343,45.171605,-69.207725,Dover Foxcroft,ME,Piscataquis
4427,2858,44.9805381,-69.0108794,44.989376,-68.865187,Corinth,ME,Penobscot
4428,3146,44.8057808,-68.5539827,44.79169,-68.577728,Eddington,ME,Penobscot
4429,4717,44.720612,-68.6162302,44.894294,-68.818345,Holden,ME,Penobscot
4430,1728,45.6368411,-68.575197,45.233408,-68.689174,East Millinocket,ME,Penobscot
4431,81,44.5575812,-68.668816,44.561174,-68.664735,East Orland,ME,Hancock
4434,1246,44.7856323,-69.132895,45.519867,-68.647416,Etna,ME,Penobscot
4435,1092,44.9632183,-69.1249939,44.966032,-69.13308,Exeter,ME,Penobscot
4438,1124,44.5989532,-68.9283372,44.632657,-68.849975,Frankfort,ME,Waldo
4441,1840,45.7024164,-69.6232335,45.792364,-69.30463,Greenville,ME,Piscataquis
4442,93,45.497827,-69.7272741,45.792364,-69.30463,Greenville Junction,ME,Piscataquis
4443,2537,45.2280472,-69.3535249,45.315976,-69.457444,Guilford,ME,Piscataquis
4444,8824,44.7289844,-68.949961,44.835984,-68.829046,Hampden,ME,Penobscot
4448,1431,45.2961956,-68.7110603,45.245635,-68.666632,Howland,ME,Penobscot
4449,1489,44.9926393,-68.8884851,45.006054,-68.884621,Hudson,ME,Penobscot
4450,1368,44.9160484,-68.9279905,44.918877,-68.965803,Kenduskeag,ME,Penobscot
4451,259,45.6070104,-68.2221729,45.519867,-68.647416,Kingman,ME,Penobscot
4453,779,45.1622503,-68.760531,44.787229,-69.21821,Lagrange,ME,Penobscot
4454,69,45.5521169,-67.5610589,45.002969,-67.495548,Lambert Lake,ME,Washington
4455,923,45.2994944,-68.2597556,45.519867,-68.647416,Lee,ME,Penobscot
4456,2851,44.8768694,-68.9967128,44.871231,-69.011636,Levant,ME,Penobscot
4457,5948,45.4134293,-68.4798671,45.366794,-68.49299,Lincoln,ME,Penobscot
4459,773,45.5887348,-68.3399852,45.519867,-68.647416,Mattawamkeag,ME,Penobscot
4460,1419,45.7113948,-68.5399631,45.618608,-68.543602,Medway,ME,Penobscot
4461,3070,44.9547869,-68.5824377,45.0542,-68.595946,Milford,ME,Penobscot
4462,4835,45.9727694,-69.0124449,45.226479,-68.752091,Millinocket,ME,Penobscot
4463,2847,45.2823296,-68.9025402,45.244612,-68.975988,Milo,ME,Piscataquis
4464,684,45.4170399,-69.2763652,45.792364,-69.30463,Monson,ME,Piscataquis
4468,9521,45.0234312,-68.7334189,45.040655,-68.722962,Old Town,ME,Penobscot
4469,2702,44.9010588,-68.6683165,45.002798,-68.63343,Orono,ME,Penobscot
4471,609,45.9082902,-67.8614281,46.516166,-68.886826,Orient,ME,Aroostook
4472,2144,44.5760955,-68.670122,44.409375,-68.625903,Orland,ME,Hancock
4473,7660,44.8816788,-68.7386486,45.068848,-68.744361,Orono,ME,Penobscot
4474,3733,44.7069554,-68.7703427,44.842939,-68.782487,Orrington,ME,Penobscot
4475,418,45.1835874,-68.5896141,45.040668,-68.618775,Passadumkeag,ME,Penobscot
4476,1259,44.4827015,-68.7060011,44.433911,-68.721716,Penobscot,ME,Hancock
4478,316,45.8652296,-69.8156754,45.28657,-70.054629,Rockwood,ME,Somerset
4479,1343,45.14118,-69.3217918,45.792364,-69.30463,Sangerville,ME,Piscataquis
4481,559,45.2459788,-69.0927751,45.792364,-69.30463,Sebec,ME,Piscataquis
4485,233,45.3584609,-69.6243611,45.792364,-69.30463,Shirley Mills,ME,Piscataquis
4487,964,45.3877374,-68.1044707,45.519867,-68.647416,Springfield,ME,Penobscot
4488,1202,44.8754327,-69.1046983,44.894697,-69.142341,Stetson,ME,Penobscot
4489,197,44.9103844,-68.6901726,44.922368,-68.686796,Stillwater,ME,Penobscot
4490,273,45.4366364,-67.8676233,45.002969,-67.495548,Topsfield,ME,Washington
4491,140,45.5726933,-67.4733558,45.002969,-67.495548,Vanceboro,ME,Washington
4492,166,45.3670451,-67.681322,45.002969,-67.495548,Waite,ME,Washington
4493,1967,45.2368243,-68.5245758,45.519867,-68.647416,West Enfield,ME,Penobscot
4495,407,45.454119,-68.3338039,45.519867,-68.647416,Winn,ME,Penobscot
4496,3757,44.6503837,-68.9088904,44.65337,-68.917487,Winterport,ME,Waldo
4497,389,45.7546098,-68.0609441,46.516166,-68.886826,Wytopitlock,ME,Aroostook
4530,10818,43.8882397,-69.8267017,43.867892,-69.826495,Bath,ME,Sagadahoc
4535,709,44.0984712,-69.6291749,44.008962,-69.566684,Alna,ME,Lincoln
4537,2073,43.8755159,-69.6183935,43.894903,-69.627163,Boothbay,ME,Lincoln
4538,2080,43.8515051,-69.6276114,43.956167,-69.517161,Boothbay Harbor,ME,Lincoln
