Name,ZipCode
Janney St Park,21224
B & O Slope Park,21201
North & Woodbrook Park,21213
Coldstream Park,21218
Rutter's Mill Park,21217
Harlem Square Park,21228
Pentwood Park,21239
Carroll Park,21230
Harlem Inner Block Parks,21217
Rozena Ridgley Park,21217
Easterwood Park,21216
Latrobe Park,21230
Adams Park,21218
Park Avenue Median Park,21217
City Springs Park,21223
Desoto Park,21230
Wilbur H. Waters Park,21216
William McAbee Park,21217
Calvert & Federal Park,21202
Baltimore Neighborhood Special Rec Facility,21217
F. Scott Fitzgerald Park,21217
Woodbourne Avenue Park,21239
Cumberland & Carey Park,21217
Heath St Park,21201
Betty Hyatt Park,21223
Douglas R. Morrison Park,21217
Harlem Inner Block Parks,21223
Harlem Inner Block Parks,21217
Lafayette & Aiken Park,21213
Harlem Inner Block Parks,21217
Harlem Inner Block Parks,21217
Harlem Inner Block Parks,21223
Thames Street Park,21231
Maisel St Park,21230
Upton Boxing Center,21217
Warwick Avenue Park,21223
Battle Monument Park,21202
Patterson Park,21224
Pennsylvania Triangle Park,21217
Saint Katherine's Park,21217
Lafayette & Payson Park,21217
Camp Small Park,21209
Swann Park,21230
Reedbird Park,21225
Hooper & Rockrose Park,21211
Castle St Park,21231
Gwynns Falls Trail South,21230
Northwest Park,21209
Collington Sq Park,21213
Woodberry Park,21211
Barclay Park,21218
King & Kennedy Park,21218
Saint Joseph's Park,21228
Hollins Ferry and B&O Park,21230
Atlantic Ave Park,21230
Greenmount Rec Center,21218
Catherine Street Park,21223
Mund Park,21218
Madison & Whitelock Park,21217
Greenspring Ave. Park,21215
Anchorage Promenade Park,21224
Arnold Sumpter  Park,21217
William McGill Park,21216
Morrell Park,21230
Belvedere & Sunset St Park,21215
Shipley Hill 1,21223
Florence Cummings Park,21230
Shipley Hill 2,21223
Luzerne Ave Park,21213
Boston Street Pier Park,21224
Edgecombe Park,21215
Keyworth Ave Park,21215
Paca St Park,21230
Miles Ave Park,21211
Ferry Bar Park,21230
Druid Hill Park,21217
Saint Casmir's Park,21224
Hanlon Park,21216
Lakeland Park,21230
Gwynns Falls Trail,21223
Contee-Parago Traffic Island,21217
Belnor Squares Park,21224
Clifton Park,21218
Irvin Luckman Park,21215
Indiana Ave Park,21230
Elgin Park,21216
Forest Park Golf Course,21207
Mount Olivet & Phelps Lane,21224
Windsor Hills Park,21216
Montebello Park,21218
Waverly Mini Park,21218
Wyman Park Dell,21218
Columbus Park,21202
Federal Hill Park,21230
Bocek Park,21205
Canton Waterfront Park,21224
Poplar Terrace Park,21216
Queensbury Park,21215
32nd Street Park,21218
Daisy Field,21229
Riverside  Park,21230
Union Square Park,21223
Fox Street Park,21218
Howard & Center  Park,21201
Hilton Park,21229
Alexander Odum Park,21216
Hillen Triangle,21218
Canton Soccer Park,21224
Hyde Park,21215
Middle Branch Park,21230
Garrison & Denmore Park,21215
Elmley Avenue Park,21213
Francis X. Gallagher Park,21229
Wyman Park,21218
Cotwood Place Traffic Island,21215
Keyes Park,21234
Elm Park,21211
Irvington Park,21229
Harlem & Dennison Park,21229
Garrett Park,21225
Mary E. Rodman Recreation Center,21229
Cottage Ave Park,21215
Bonview Park,21213
Jones Falls Trail,21211
Pleasant Place Park,21211
Pall Mall & Shirley,21215
Quinton St Park,21224
Fort Armistead Park,21226
Mullan Park,21218
Buena Vista  Park,21211
Shirley Ave Park,21215
Penhurst Park,21215
Fawcett & Hampden Park,21211
Stricker & Ramsey Park,21223
Towanda Park,21215
Henry H. Garnet Park,21202
Harwood Avenue Park,21218
Ellwood Ave Park,21224
Kevin & Woodridge Park,21229
Robert & Mcculloh  Park,21217
Flowerton Road Park,21229
Rokeby Road Park,21229
Classen & Park Heights Park,21215
Curtis Bay Park,21226
Saint Mary & Paca Traffic Island,21201
Lehigh & Gough Park,21224
Farring Baybrook Park,21225
Jack Paulsen Park,21215
Kimberleligh Road Park,21212
Saint Charles Park,21229
Moore's Run  Park,21206
C.C. Jackson Rec Wing,21215
Cylburn Arboretum,21209
Gwynns Falls / Leakin Park,21207
Hadley Square Park,21218
Holocaust Memorial Park,21201
Inner Harbor,21202
Reverend Quille Park,21217
Barbara & Parkwood Park,21206
Harlem Inner Block Parks,21223
Wilson & Etting Park,21217
McMechen & Etting Park,21217
Alhambra Park,21212
Lower Gwynns Falls Park,21223
Harlem Inner Block Parks,21223
Harlem Inner Block Parks,21223
Bucknell & Moores Park,21206
Winner Avenue Park,21215
Dewees Park,21212
Silverbell Park,21206
Radecke Park,21206
Powder Mill Park,21215
Western Run Park,21215
Harlem Inner Block Parks,21217
Helen Mackall Park,21216
Chinquapin Run Park,21239
Chestnut Hill Park,21218
Conway Street Park,21230
Yale Heights Park,21229
Willow Avenue Park,21212
Saint Mary's  Park,21201
Harlem Inner Block Parks,21223
Mount Pleasant Woods,21239
Mount Pleasant Ice Rink,21239
Warner Street Traffic Island,21230
Mount Pleasant Golf Course,21239
Joseph E. Lee  Park,21202
Chick Webb Memorial Rec Center,21205
Burdick Park,21206
Perring Parkway / Pioneer Drive,21214
Fort Holabird Park,21224
Saint Helena Park,21222
Penn & Melvin Street Park,21230
North Harford Park,21234
Newington Avenue Park,21217
Washington Monument,21201
Shot Tower,21202
Harlem Inner Block Parks,21217
Maple Leaf Park,21217
Harlem Inner Block Parks,21217
Reservoir Hill Park,21217
Johnston Square Park,21202
Calvert & Madison Park,21202
Montpelier & 30th St Park,21218
Lafayette Square  Park,21217
Harlem Inner Block Parks,21217
Edgewood / Lyndhurst Park,21229
Little Lithuania Park,21201
Carroll & Archer Park,21230
Rosemont Park,21216
Hull Street Park,21230
Saint Leo's Bocce Park,21202
Hudson & Potomac St. Park,21224
B & O Museum Park,21202
Cecil Kirk Rec Center,21218
Eden & Eager Park,21205
Catonsville Short Line Park,21229
"Mosher, Franklintown & Rosedale",21202
Frederick & Brunswick Traffic Island,21202
"Gelston, Woodington & Wicklow Traffic Island",21202
"Windsor Mill, Gwynns Falls & Lyndhurst",21202
Herring Run Park,21202
Mount Royal Terrace Park,21202
Perkins Spring Square Park,21202
Evesham Avenue Park,21202
Mount Pleasant Park,21202
Bishop Square Park,21202
GOLDEN GATE,60627
CARVER (GEORGE WASHINGTON),60627
RUTHERFORD SAYRE,60635
HOWARD (URE) BEACH,60626
"BLACKWELDER (I.S., GERTRUDE)",60643
NORTHERLY ISLAND,60605
WALNUT,60632
ASTER,60640
SPIKINGS FARM,60630
WILSON (JOHN),60608
SCHAEFER (EDWARD),60614
LANGDON (MARY MARGARET),60626
STROHACKER (HOWARD),60632
PARK NO. 512,60614
DUNHAM (ROBERT),60630
MATANKY (EUGENE),60626
ARRIGO (VICTOR),60607
"BELL (GEORGE,JR.)",60634
CHAMBERLAIN TRIANGLE,60653
KILBOURN,60641
BUTTERNUT,60615
PARK NO. 520,60622
BERGER (ALBERT),60660
EUCLID,60628
ANDERSONVILLE,60640
ECKHART (BERNARD),60622
SKINNER (MARK),60606
PARK NO. 566,60617
DALEY (RICHARD J.),60608
SENIOR CITIZENS MEML.,60647
ZATTERBERG (HELEN),60613
WILLIAMS (DANIEL HALE),60616
MAGNOLIA,60624
FLOWER (LUCY),60647
ROOSEVELT (THEODORE),60605
CHOPIN (FREDERIC),60641
MATHER (STEPHEN TYNG),60659
PARK NO. 536,60622
OAKLEY,60636
ALGONQUIN,60618
WESTERN,60622
MORGAN (THOMAS LEEDS) FIELD,60643
BEILFUSS (A.W.),60647
WASHINGTON (HAROLD),60615
BARBERRY,60612
MEMORIAL,60621
PARK NO. 551,60661
KOLMAR,60641
SUMMERDALE,60656
JUNCTION GROVE,60621
BROOKS (OSCAR),60631
AMUNDSEN (ROALD),60639
WOLFE (RICHARD),60617
BRONCHO BILLY,60640
DEAN (JOHN),60622
CHICAGO WOMEN'S PARK AND GARDENS,60616
SHABBONA,60634
COCHRAN (JOHN),60640
MIAMI,60623
HALE (NATHAN),60638
WINNEMAC,60625
ADAMS (JOHN C.),60619
RUSSELL (MARTIN) SQUARE,60617
FRANKLIN (BENJAMIN),60623
FELLGER (CHARLES),60618
PRAIRIE WOLF,60637
AUBURN,60620
CENTRAL,60624
ALTGELD (JOHN),60612
EVERGREEN,60657
"MELLIN (CURTIS, SR.)",60640
MCKINLEY (WILLIAM),60609
KELVYN (WILLIAM),60639
LEONE (SAM) BEACH,60626
SNOWBERRY,60622
TAYLOR (ROBERT ROCHON),60609
DUSABLE (JEAN BAPTISTE POINTE),60611
ERHLER (WILLIAM),60647
MAPLEWOOD,60647
KEELER (CYRUS),60623
KENWOOD COMM.,60615
WILSON (FRANK),60630
SOUTH LAKEVIEW,60657
LEE (JOHN),60652
JACKSON (ROBERT),60653
ELLIS (SAMUEL),60653
JONES (MARY RICHARDSON),60616
WASHINGTON (DINAH),60617
PARK NO. 513,60605
BROWN (SIDNEY) MEML.,60619
PARK NO. 546,60611
MOORE (MAURICE),60644
WEST LAWN,60629
ANDERSON (LOUIS),60653
PARK NO. 414,60651
ADA (SAWYER GARRETT),60643
DAVIS (MARGARET),60651
WENTWORTH (JOHN),60638
BROADWAY ARMORY,60660
HURLEY (TIMOTHY),60643
KELLY (EDWARD),60632
CHALLENGER,60613
PARK NO. 564,60617
JUNEWAY TERR. BEACH,60626
PACKINGTOWN,60609
GRAVER (PHILIP),60643
SHERWOOD (JESSE),60621
GREEN (JEFFERY),60646
STARS & STRIPES,60638
WILSON (JOHN) COMM. CTR.,60608
GREEN BRIAR,60659
JONQUIL,60614
PARK NO. 517,60660
HUMBOLDT (BARON VON),60622
PARK NO. 518,60626
WEISMAN (ALBERT),60657
NELSON (ANDREW),60618
POTTAWATTOMIE,60626
PRITZKER,60604
GLADSTONE (WILLIAM),60630
HORAN (ALBERT),60612
MILLARD (ALDEN),60623
DVORAK (ANTON),60608
ESSEX,60619
KENSINGTON,60628
SHEDD (JOHN G.),60623
BURNHAM (DANIEL),60616
CURIE (MARIE),60632
ABBOTT (ROBERT),60628
HARDING (FREDERICK),60651
LOGAN SQUARE SKATE PARK,60647
SUPERIOR,60612
MERRYMAN (THERON),60613
AUGUSTA (CARPENTER),60651
LIN (MARGARET HIE DING),60616
HOLSTEIN,60647
TOUHY (PATRICK),60626
RAINEY (EDWARD),60652
MANN (JAMES),60633
SAINT LOUIS,60624
CRAWFORD (PETER),60623
HOYNE (THOMAS),60608
SACRAMENTO,60618
ATHLETIC FIELD,60618
PASTEUR (LOUIS),60629
QUINN (MARY),60646
WASHINGTON (GEORGE),60637
ARCADE,60628
WARD (A. MONTGOMERY),60610
PASCHEN (CHRISTIAN),60626
ADDAMS (JANE) MEML.,60611
WAGNER (CLARENCE),60609
HARDING (GEORGE),60615
SAUGANASH,60646
HOLLYWOOD,60659
GRAPE,60618
SENECA,60611
HODES (BARNET),60649
DEGEORGE (BERNICE),60639
MCKEON (JOSEPH),60609
SUPERA,60614
OLYMPIA,60631
GRAND CROSSING,60619
ASPEN,60653
SOUTH SHORE CULTL. CTR.,60649
JEFFERSON (THOMAS) MEML.,60630
PARK NO. 528,60629
DUNBAR (PAUL LAURENCE),60616
WEST CHATHAM,60620
WARREN (LAURENCE),60645
MERRIMAC,60634
TOM (PING) MEML.,60616
WALLACE,60620
RONAN (GEORGE),60625
UNITY,60647
HORNER (HENRY),60618
OHIO,60644
ADAMS (GEORGE & ADELE),60614
LYLE (JOHN),60620
LILY GARDENS,60621
LINDEN,60651
PARK NO. 489,60612
NORMANDY,60638
ARMOUR (PHILIP) SQUARE,60616
HAMILTON (ALEXANDER),60621
CHURCHILL FIELD,60614
DEJULIO (ANTHONY),60646
NORWOOD,60631
TILTON (GEORGE),60624
CEDAR,60640
DAVIS (DR. NATHAN) SQUARE,60609
NORTH MAYFAIR,60630
MCINERNEY (THOMAS),60609
SCOTTSDALE,60652
AVALON,60619
DOOLEY (THOMAS),60652
BRAINERD,60620
RIDGE,60643
D'ELIA (AILEEN),60660
BATTLE OF FORT DEARBORN,60616
PARK NO. 510,60612
THILLENS,60645
REYES (GUADALUPE),60608
DURKIN (MARTIN),60652
PARK NO. 529,60647
HAZELNUT,60644
HORNBEAM,60623
"TOUHY-HERBERT (JOHN, VICTOR)",60612
MONTGOMERY (MABEL),60629
POPLAR,60653
MOZART (AMADEUS),60647
SHEIL (BERNARD) COMM. CTR.,60657
RIVER ESPLANADE,60611
KENMORE,60657
TREBES,60614
JARVIS (R.J.) BEACH,60626
CRAGIN,60639
COLE (NAT KING),60619
HOLLY,60653
RIDGE PARK WETLANDS,60643
"LUNT (ORRINGTON, STEPHEN)",60645
LERNER (LEO),60645
BURNSIDE (AMBROSE),60619
CLARENDON COMM. CTR.,60640
LANE (GEORGE) BEACH,60660
PARK NO. 422,60624
HARRIS (RYAN) MEMORIAL,60621
BIXLER (RAY),60637
GARIBALDI (GIUSEPPI),60607
AUSTIN TOWN HALL,60644
PARK NO. 540,60616
SINTIC (GREGORY),60616
WOOD (ELIZABETH),60618
PARK NO. 382,60620
SEWARD (WILLIAM),60610
STARR (ELLEN GATES),60612
SUMAC,60653
KEN-WELL,60641
WASHINGTON SQUARE,60610
LOWE (SAMUEL),60609
EDGEBROOK,60646
OWENS (JESSE),60617
EUGENIE TRIANGLE,60614
"TAYLOR-LAURIDSEN (JOHN, EMIL)",60609
PULLMAN (GEORGE),60628
MCKIERNAN (DAVID),60655
PARK NO. 562,60643
FILBERT,60613
MARQUETTE (JACQUES),60629
TILL-MOBLEY (MAMIE),60637
MAYFAIR,60630
FERNWOOD PKWY.,60628
SAIN (HARRY),60612
PARK NO. 515,60624
RIIS (JACOB),60639
VIOLET,60624
HIAWATHA,60634
UNION,60606
KIWANIS,60625
BARRETT (JOHN),60608
CALIFORNIA,60618
SWEET CLOVER,60644
HARRIS (HARRIET),60637
GILL (JOSEPH),60613
JEFFERSON (NANCY),60612
OGDEN (WILLIAM) PLAZA,60611
DREXEL (FRANCIS),60636
BARNARD (ERASTUS),60643
GOLDBERG (LOUIS),60626
MERRILL (GEORGE),60617
GOMPERS (SAMUEL),60630
MILLER (SAMUEL),60607
JEFFERSON (THOMAS),60616
O'HALLAREN (BERNARD),60620
DEARBORN (HENRY),60605
ECKERSALL (WALTER HERBERT),60617
LINCOLN (ABRAHAM),60614
BICKERDIKE (GEORGE) SQUARE,60622
ROGERS (PHILLIP) BEACH,60626
KINZIE (JOHN) PKWY.,60644
ARMSTRONG (LILLIAN HARDIN),60653
"SENKA (EDWARD ""DUKE"")",60629
ROBICHAUX (JOSEPH),60620
SNAPPING TURTLE,60612
CRESCENT,60643
GOUDY (WILLIAM) SQUARE,60610
JACKSON (MAHALIA),60620
MURRAY (DAVID),60636
PARK NO. 558,60643
RIVER,60625
LAMB (HAROLD),60643
ELM,60615
COLEMAN (BESSIE),60615
BARAGA (FREDERICK),60608
PARK NO. 484,60638
SHERIDAN (PHILIP HENRY),60607
SHERMAN (JOHN),60609
ROBERTS (DANIEL) SQUARE,60630
MASON (ELIZABETH),60624
PARSONS (LUCY),60641
PARK NO. 532,60653
HAAS (JOSEPH),60647
PARK NO. 560,60654
JENSEN (CHRIST),60625
COLISEUM,60605
MARSHFIELD,60620
"WICKER (CHARLES, JOEL)",60622
PIETROWSKI (SYLVESTER),60617
COLUMBUS (CHRISTOPHER),60644
PARK WEST,60614
DONOVAN (GEORGE),60609
KLEIN (LOIS),60657
MORAN (TERRANCE),60621
RAVENSWOOD MANOR,60625
CANAL ORIGINS,60608
BOGAN (WILLIAM),60652
"KUCINSKI-MURPHY (VICKI, ROSEBETH)",60608
KENNEDY (DENNIS),60655
BUFFALO,60625
NORTH SHORE BEACH,60626
KEDVALE,60651
CALUMET,60617
BURNHAM GREENWAY,60617
MIDWAY PLAISANCE,60637
MONUMENT,60631
WASHINGTON (HAROLD) MEM.,60626
BROMANN (CHARLES),60640
AVONDALE,60618
HUCKLEBERRY,60637
CHESTNUT,60637
AUSTIN FOSTER,60630
CLAREMONT,60612
HUBBARD (GURDON),60644
"BOLER (LEO ROSCOE, SR.)",60624
HUMBERT (JAMES),60616
HARRISON (CARTER),60608
COOPER (JACK),60643
THROOP (AMOS GAGER),60608
MINUTEMAN,60638
KENNICOTT (JONATHAN),60653
SAUGANASH TRAIL,60626
BLOCK,60628
CENTENNIAL,60631
CANALPORT RIVERWALK,60608
WEST PULLMAN,60628
LE CLAIRE COURTS - HEARST COMM. CTR,60638
JACOLIK (FLORIAN S.),60608
PARK NO. 535,60614
DAWES (CHARLES),60620
WILDWOOD,60646
MCGUANE (JOHN),60608
BIRCH,60653
WOLCOTT (ALEXANDER),60636
PARK NO. 527,60621
KEYSTONE,60639
PARK NO. 437,60636
KELLY (JOHN),60613
WASHTENAW,60608
FOREST GLEN,60630
REVERE (PAUL),60618
CHRISTIANA,60623
ROGERS (PHILLIP),60645
ELSTON (DANIEL),60618
NINEBARK,60623
PARK NO. 468,60629
HERITAGE GREEN,60661
INDEPENDENCE,60618
GARFIELD (JAMES),60624
MALUS,60609
CHASE (SALMON),60640
EDISON (THOMAS ALVA),60631
EMERALD,60621
VETERANS' MEMORIAL,60617
HASAN (ELLIOT),60649
CONNORS (WILLIAM),60611
WHITE (WILLYE B.),60626
HARTIGAN (DAVID) BEACH,60626
WENDT (KENNETH),60657
BEVERLY,60655
FLYING SQUIRREL,60637
CORNELL (PAUL),60615
SENN (NICHOLAS),60660
PINE,60617
SPRUCE,60615
BRIGHTON,60632
ORR (REZIN),60624
