JobPostingID,Title,SalaryBasis,SalaryStart,SalaryEnd,OpeningDate,ClosingDate,VacancyTotal,Organization,JobDescription,JobType,Name,Address1,Address2,City,State,Zip,ContactPhone,ContactExtension,ContactFax,ContactEmail,ContactComments,PostingType,Specialty,WorkZip,OnetCode,SocTitle,Onet,JobDetailsURL,JobURL,Employer,latlng
5918,Information Technology Specialist II,Semi-Monthly,"$2,355.00","$3,296.00",2017-02-01,2017-02-15,1,ITSD,"Advanced website development: Drupal development work using Acquia Cloud and Acquia Dev Desktop software. This involves evaluating the needs of the site with the customer, determining how the solutions to those needs can best be built while considering maintainability and consistency, and then performing the development.  In addition, it involves collaboration with ITSD staff for building content types, views, and database query functionality into custom modules. Coordinate and take lead role in new site development, site migrations, and production site launches. This includes custom PHP code and configurations, JavaScript, HTML, CSS, Bootstrap, and APIs (both Drupal and external)    Project management:  Coordinate and lead teams on advanced website development and migration projects including complex content management systems.  Lead efforts in analysis, design, coding, documenting, testing, implementation, and maintaining of enterprise level websites including custom functionality.    Hosting environment management: Lead projects and advanced enterprise efforts for in-house environments and cloud hosted environments.  Provide lead technical support to specialized website environments and provide both leadership and technical guidance to other ITSD staff on these environments.  Perform advanced, specialized systems administration, web hosting configuration, and database management in these complex environments.    Assign and coordinate tasks, assignments, and deadlines for projects and other ITSD staff with regards to website development projects utilizing Drupal and other content management systems. Monitors progress and status of these items and report as necessary.    Mentor and train other ITSD staff with regards to development skills and tools.  Provide advanced technical support to other ITSD staff regarding the installation, use, and troubleshooting of development tools and environments.  Provide advanced leadership with regards to content management software utilization. Teach ITSD staff how to properly and efficiently build sites with a content management system, specifically Drupal, and how to build custom website capabilities via coding using the software's API.    Coordinate and lead teams/projects relating to system maintenance and/or integration of new technology or enhancements with existing systems;    Serve as lead role in evaluating and implementing new technologies to improve sites, development, and/or maintainability of existing content management system websites including Drupal.    Lead and coordinate security efforts for websites utilizing Drupal (and the Acquia Cloud).   Apply updates as needed to sites and environments.",Full-Time,Amanda Toebben,301 W. High St. Suite 430,,Jefferson City,MO,65101,,,,amanda.toebben@oa.mo.gov,"NOTE: YOU MUST INCLUDE A COPY OF YOUR MOST CURRENT TRANSCRIPTS and resume, and e-mail to address provided.    Please include the job posting number when applying for this position.    Review the required skills and qualifications before applying for this position. Candidates must also complete an on-line application which can be found at https://www.ease.mo.gov/Logon/RegisterOrLogon     Applicants need to be eligible to work in the United States.",Merit,,65101,15113400,Computer and Mathematical Occupations,Web Developers,https://it-careers.mo.gov/job-opportunity/3731-17/information-technology-specialist-ii,https://mocareers.mo.gov/Details?id=5918,STATE OF MISSOURI,"(38.528107, -92.1646722)"
5919,Refrigeration Mechanic II,Semi-Monthly,"$1,386.50","$1,958.00",2017-02-01,2017-02-15,1,FMDC,"This position with OA/FMDC is skilled electrical and mechanical work involving responsibility for directing and performing installation, inspection, maintenance and repair of large-scale and complex piping systems, refrigeration, heating, air conditioning, and boilers.  The position monitors different types of building automated systems in several of our state owned buildings.  Will work directly with contractors on HVAC projects and preventive maintenance description does not include all of the duties, knowledge, skills, or abilities associated with this classification, performs related work as assigned.    Work schedule is Monday through Friday, 6:00 am � 3:00 pm",Full-Time,Mary Limbach,301 W. High St. Suite 430,,Jefferson City,MO,65101,,,,mary.limbach@oa.mo.gov,"Successful applicants must be on the Merit Register by filling out an EASe application at https://www.ease.mo.gov or be appointable under the Merit System for the Refrigeration Mechanic II classification.    In addition, please submit your resume with a letter of interest to the contact.",Merit,,63112,49902100,"Installation, Maintenance, and Repair Occupations","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",http://oa.mo.gov/job-opportunity/3736-17/refrigeration-mechanic-ii,https://mocareers.mo.gov/Details?id=5919,STATE OF MISSOURI,"(38.65788, -90.2854839)"
5920,Refrigeration Mechanic II Trainee - Refrigeration Mechanic I in Training,Semi-Monthly,"$1,274.00","$1,958.00",2017-02-01,2017-02-15,1,FMDC,"This position with OA/FMDC is skilled electrical and mechanical work involving responsibility for directing and performing installation, inspection, maintenance and repair of large-scale and complex piping systems, refrigeration, heating, air conditioning, and boilers. The position monitors different types of building automated systems in several of our state owned buildings.  Will work directly with contractors on HVAC projects and preventive maintenance description does not include all of the duties, knowledge, skills, or abilities associated with this classification, performs related work as assigned.    Work schedule is Monday through Friday, 6:00 am � 3:00 pm.",Full-Time,Mary Limbach,301 W. High St. Suite 430,,Jefferson City,MO,65101,,,,mary.limbach@oa.mo.gov,"Successful applicants must be on the Merit Register by filling out an EASe application at www.ease.mo.gov    or be appointable under the Merit System for the Refrigeration Mechanic II and/or Refrigeration Mechanic I classifications.     In addition, please submit your resume with a letter of interest to the contact.",Merit,,63112,49902100,"Installation, Maintenance, and Repair Occupations","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",http://oa.mo.gov/job-opportunity/3741-17/refrigeration-mechanic-ii-trainee-refrigeration-mechanic-i-training,https://mocareers.mo.gov/Details?id=5920,STATE OF MISSOURI,"(38.65788, -90.2854839)"
5932,Tax Auditor I,Annual,"$34,416.00","$48,852.00",2017-02-02,2017-02-15,4,Field Compliance,"This position performs tax audits on businesses. Employees receive formal and on-the-job training, by assisting higher-level staff conduct audits and independently conducting routine audit assignments. Work involves conducting audits of company financial records and tax returns to determine compliance with Missouri state tax laws. Close supervision is received from a Tax Audit Supervisor or other superior; however, as experience is gained, supervision becomes more general, and the employee exercises increasing independence and initiative in the performance of assignments within established policies and procedures.",Full-Time,Personnel Services Bureau,301 W. High St.,,Jefferson City,MO,65101,5737511291,,5737515294,personnel@dor.mo.gov,"If you are interested in applying for this position, please visit our website: create an account, complete your on-line application, and apply for the vacancy.",Other,,63143,13201100,Business and Financial Operations Occupations,Accountants and Auditors,https://sa.dor.mo.gov/hr/jobopp/default.aspx,https://mocareers.mo.gov/Details?id=5932,STATE OF MISSOURI,"(38.61321179999999, -90.32072989999999)"
5831,Workforce Development Specialist I - DVOP,Annual,"$29,580.00","$41,184.00",2017-01-23,2017-02-15,1,Workforce Development,"�	Provide case management and intensive services to veterans who have significant barriers to employment.  �	Conduct regional outreach activities to locate veterans through contacts with local veterans� organizations, the Department of Veterans Affairs, and other State Agencies such as Missouri Veteran's Commission, Vocational Rehabilitation and other institutions that serve veterans. (On site visits required throughout the area of responsibility)  �	Consult and coordinate with other appropriate representatives of Federal, State, and local programs for the purpose of developing maximum linkages to promote employment opportunities and assistance for veterans with significant barriers to employment.  �	Develop outreach programs in cooperation with appropriate Department of Veterans Affairs personnel engaged in providing counseling or rehabilitation services, with educational institutions, and with employers in order to maximum assistance to disabled veterans who have completed or are participating in a vocational rehabilitation program. (On site visits required throughout the area of responsibility)  �	Provide vocational guidance or vocational counseling services, or both, to veterans with respect to selection of and changes in vocations and vocational adjustment.  �	Assure veterans are aware of other programs for veterans' such as those that are available through Missouri's Department of Education.  �	Work with partners to maximize opportunities for veterans and assure veterans are given priority access to Department of Labor programs.  �	Work closely with other staff as part of case management team.  �	Provide veteran related resources to career center staff.  �	Document all services and activities in Toolbox as required by program guidelines.  �	Perform other related work as assigned.",Full-Time,,,,,,,,,5735229814,Leah.Norment@ded.mo.gov,"This position is a merit position.  Interested applicants must apply through the Electronic Application System (EASe) available at http://www.ease.mo.gov/ and be determined eligible.  You will receive an electronic notification from the EASe system to the email address you provided (if determined eligible).  After the closing date, the department will be provided the names of individuals determined eligible in the counties we are filling.  We will contact individuals at that time.  Email Contact:  Leah.Norment@ded.mo.gov",Merit,Disabled Veterans' Outreach Pr,64108,13107500,Business and Financial Operations Occupations,Labor Relations Specialists,,https://mocareers.mo.gov/Details?id=5831,STATE OF MISSOURI,
5832,Workforce Development Specialist I,Annual,"$29,580.00","$41,184.00",2017-01-23,2017-02-15,1,Workforce Development,"�	Proactively coordinate with partners to provide comprehensive services to job seekers and employers.  �	Provide programmatically specific services such as:  Trade Act, RESEA, METP, and other re-employment programs as needed.  �	Accept and records job orders from employers.  �	Pre-screen applicants meeting the employer order specifications and make appropriate referrals to employers.  �	May facilitate workshops for job seekers.  �	Assist job seekers in automated job searches.  �	Classify all job orders and applicants qualifications using skill codes.  �	Contact employers, identifies their labor needs and problems, and develops a plan of service.  �	Inform employers and community organizations of workforce development; attends and conducts Job Fairs.  �	Develop job opportunities with employers for qualified job seekers.  �	Provide basic vocational and career counseling to applicants with issues such as; job choice, job change, or job adjustment problems, resume writing and interviewing techniques.  �	Assist applicants in evaluating their vocational needs and formulates a vocational plan to achieve desired outcomes.    �	Perform other related work as assigned.",Full-Time,,,,,,,,,5735229814,Leah.Norment@ded.mo.gov,"This position is a merit position.  Interested applicants must apply through the Electronic Application System (EASe) available at http://www.ease.mo.gov/ and be determined eligible.  You will receive an electronic notification from the EASe system to the email address you provided (if determined eligible).  After the closing date, the department will be provided the names of individuals determined eligible in the counties we are filling.  We will contact individuals at that time.  Email Contact:  Leah.Norment@ded.mo.gov",Merit,,64108,13107500,Business and Financial Operations Occupations,Labor Relations Specialists,,https://mocareers.mo.gov/Details?id=5832,STATE OF MISSOURI,
5754,Coordinator - Special Education,Annual,"$59,688.00","$59,688.00",2017-01-12,2017-02-15,1,State of Missouri Department of Elementary and Secondary Education,"Job Opportunity Notice  Coordinator  Annual Salary: $59,688  Full-time, benefited position  IDEA - Special Education Services  Office of Special Education      APPLICATION PROCESS  All applications MUST be submitted electronically to be considered for the review process. Complete the employment application at https://desemo.applicantpro.com/jobs/.  Once on The Missouri Department of Elementary and Secondary Education's website, complete the ""Apply Now"" information to the right, then click ""Apply for this Position"". This will direct you to the online application. Attach a scanned copy of college transcripts (if applicable for the position) with the application. An e-mail confirmation will be sent once the application is received electronically.    NOTE: If a college degree is a requirement for this position, transcripts MUST be submitted with the application in order to be considered for employment.    EDUCATION AND EXPERIENCE  Master's Degree from an accredited four-year college or university with a major in special education or equivalent area.  Three years of teaching, coordination, supervision, or administration of special education, or other experience that contributes directly to the understanding of activities of this assignment.    KNOWLEDGE, SKILLS AND ABILITIES  Knowledge of the principles and practices applied in planning and conducting early intervention and special education services.  Knowledge of design and implementation of systems to evaluate professional development and educational improvement strategies, including the collection and analysis of relevant data.  Knowledge of federal educational grant requirements and ability to write successful grants.  Knowledge of special education funding and ability to develop and manage budgets for contracts and grants.        For more information, or to apply now, you must go to the website below. Please DO NOT email your resume to us as we only accept applications through our website.    https://www.applicantpro.com/j/511494-143297",Full-Time,,,,,MO,,,,,jessica.schwartz@dese.mo.gov,"For more information, or to apply now, you must go to the website below. Please DO NOT email your resume to us as we only accept applications through our website.    https://www.applicantpro.com/j/511494-143297",Other,,65101,25106300,"Education, Training, and Library Occupations","Economics Teachers, Postsecondary",,https://mocareers.mo.gov/Details?id=5754,STATE OF MISSOURI,"(38.528107, -92.1646722)"
5894,Information Technologist I-IV (multiple positions),Semi-Monthly,"$1,274.00","$2,720.00",2017-01-30,2017-02-15,3,ITSD,"OA/ITSD is seeking to fill both Developer and Business Analyst positions.  The successful candidates will be responsible for providing professional and technical work contributing to the design, development and maintenance of web based applications systems.  Multiple positions exist to support one of 14 agencies consolidated within OA/ITSD.    Specific duties vary between Developer and Business Analyst roles, but include work in all areas of the software development lifecycle � problem resolution for existing web applications and requirements gathering & definition to build new applications, migrating code from one environment to the next through the deployment, testing and implementation phases.    The candidate must be a self-starter and problem solver who has the ability to work independently or in a team environment.  They must also have a desire to continually develop new skills through self-study and assigned training or attendance at user group presentations.",Full-Time,Amanda Toebben,301 W. High St. Suite 430,,Jefferson City,MO,65101,,,,amanda.toebben@oa.mo.gov,"NOTE: YOU MUST INCLUDE A COPY OF YOUR MOST CURRENT TRANSCRIPTS, resume, and email to address provided.    Please include the job posting number when applying for this position.    Review the required skills and qualifications before applying for this position.    Applicants need to be eligible to work in the United States.",Merit,,65101,15119908,Computer and Mathematical Occupations,Business Intelligence Analysts,https://it-careers.mo.gov/job-opportunity/3676-17/information-technologist-i-iv-multiple-positions,https://mocareers.mo.gov/Details?id=5894,STATE OF MISSOURI,"(38.528107, -92.1646722)"
5924,Temporary Indefinite Geographic Information Systems Analyst,Monthly,"$3,432.00","$3,696.00",2017-02-02,2017-02-16,1,Adjutant General Division,"Incumbent works under the direct supervision of the Planning and Programing Unit Manager.  This position is the senior GIS professional and geospatial technical expert in the manipulation and analysis of GIS data for the Facilities (FAC) office within the Missouri Army National Guard (MOARNG).  This position serves as the FAC GIS program Manager (PM) solely responsible for satisfying all of the GIS requirements for the Construction and Facilities Management Officer (CFMO).    GIS subject matter expert for the Construction and Facilities Management Office (CFMO) develops and utilizes queries and other GIS tools to analyze spatial data, generates reports and GIS decision making products to present complex information in a graphic format, supports and assists in decision making.  Develops spatial data overlays and comparisons, performs geostatistical analyses and geocoding, generates and analyzes grids, surfaces, routes and networks.  Reviews data processing procedures and applications to ensure data integrity, compatibility with existing systems and compliance with standards, policies, and other guidelines.  Develops, tests, documents, and performs data capturing, analysis and quality control procedures.  Enhances and promotes the utilization of GIS through technical support and training of end users.  Identifies needs and analyzes GIS data, data processing procedures, and applications to ensure that operational, project, and user needs are addresses.  Gathers or coordinates acquisition of data to support operational needs.  Reviews and evaluates new software applications to determine ease of use, functionality and potential problems.  Recommends revisions to standards, policies, procedures, guidelines, and technical manuals.  Participates in geodatabase design activities.  Responds to complex questions from GIS users and resolves basic problems, provides technical assistance to GIS technicians and users.  Participates in meetings, training seminars, and GIS user groups.  Exercises independence in the performance of responsibilities, receives general administrative direction.  Responsibilities may be added, deleted or changed at any time, within the parameters of the position description, at the discretion of management, formally or informally, verbally or in writing.  Complies with all state and federal office standard operating procedures and performs other duties as assigned.","Full-Time, Temporary",Elaine Forck,2302 Militia Dr,,Jefferson City,MO,65101,5736389609,,5736389823,elaine.a.forck.nfg@mail.mil,"Persons who wish to be considered for this position must complete MO 812-0938 (6-16), DPS Application for Employment.  Applications may be picked up from the State Resources Division located on the second floor of the Office of the Adjutant General, 2302 Militia Drive, Jefferson City, Missouri  65101-1203, or downloaded from www.moguard.com.  Completed applications may be returned to either of the above listed address.",Other,,65101,15119905,Computer and Mathematical Occupations,Geographic Information Systems Technicians,,https://mocareers.mo.gov/Details?id=5924,STATE OF MISSOURI,"(38.528107, -92.1646722)"
5936,Custodial Worker II,Monthly,"$1,969.00","$2,030.00",2017-02-02,2017-02-16,1,Adjutant General Division,"Duties are performed through oral or written instructions directed by the Building Maintenance Supervisor.  Frequently works with the Department of Corrections inmates and with minimum supervision.  Incumbent is responsible to his supervisor and/or crew leader and works in close coordination with the supervisors of the offices and common use areas in which duties are performed.  The incumbent is authorized to use own initiative, judgment and discretion in accomplishing best results in the performance of assigned duties when specific instructions are not available.  Work is normally subject to spot checks for compliance with instructions and established policies.  May be required to supervise Missouri Department of Corrections inmates participating in the joint agreement for the Work Release Program.  Duties are performed either alone or as a member of a crew.  Maintain restrooms in a clean, orderly, and sanitary condition to include sweeping, moping, scrubbing, and waxing.  Clean and dust light fixtures and replace light bulbs.  Clean offices, storerooms, corridors, stairways and/or assigned areas to include sweeping, mopping, waxing and polishing floors.  Operate lightweight cleaning equipment, such as vacuum cleaner, buffer, and polisher.  Clean walls, windows, and blinds as necessary.  Use of ladder may be required when accomplishing tasks.  Inspect condition of buildings and identifies maintenance and repair requirements, which might be needed.  Report safety and environmental concerns when noted.  Police grounds, pick up debris and trash from grounds, and work areas.  Assist with the moving and placing of office furniture, supplies and/or equipment.  Clean and polish equipment or supply items by hand using cleaning cloths and solvents.  Perform miscellaneous minor building repairs and periodic preventive maintenance as directed.  Responsibilities may be added, deleted, or changed at any time, within the parameters of the job classification, at the discretion of management, formally or informally, verbally or in writing.  Comply with all state and office standard operating procedures and performs other duties as assigned.",Full-Time,Elaine Forck,2302 Militia Dr,,Jefferson City,MO,65101,5736389609,,5736389823,elaine.a.forck.nfg@mail.mil,"Persons who wish to be considered for this position must complete MO 812-0938 (6-16), DPS Application for Employment.  Applications may be obtained from the Office of the Adjutant General, State Resources Division, located on the second floor of the Office of the Adjutant General, 2302 Militia Drive, Jefferson City, Missouri 65101-1203 or from Headquarters, 139th Airlift Wing, 705 Memorial Drive, St. Joseph, Missouri  64503-9307 or downloaded from www.moguard.com .  Completed applications must be postmarked and returned to either of the above addresses by the closing date.",Other,,64503,37201100,Building and Grounds Cleaning and Maintenance Occupations,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",,https://mocareers.mo.gov/Details?id=5936,STATE OF MISSOURI,"(39.7280513, -94.8002333)"
5945,Risk Management Specialist II,Semi-Monthly,"$1,848.00","$2,720.00",2017-02-03,2017-02-17,1,General Services,"This position with OA/General Services-Risk Management, will plan and oversee the recommendations of rules, regulations, policies and procedures pertaining to the administration of workers� compensation.Supervise and negotiate settlements for complex workers� compensation claims.Consult with and advise state agencies, attorneys and others on matters relating to workers� compensation.Keep abreast of new developments, legislation and regulations in workers� compensation.    Work hours are Monday � Friday 8:00a.m. � 5:00p.m.",Full-Time,Bob Wiles,301 W. High St. Suite 430,,Jefferson City,MO,65101,,,,bob.wiles@oa.mo.gov,"Successful applicants must be on the Merit Register by filling out an EASe application at https://www.ease.mo.gov  or be appointable under the Merit System for the Risk Management Specialist II classification.    In addition to the above online application, please submit an introductory cover letter, most current college transcripts and resume to the contact.",Merit,,65101,13209902,Business and Financial Operations Occupations,Risk Management Specialists,http://oa.mo.gov/job-opportunity/3766-17/risk-management-specialist-ii,https://mocareers.mo.gov/Details?id=5945,STATE OF MISSOURI,"(38.528107, -92.1646722)"
5937,Maintenance Worker I,Semi-Monthly,"$1,097.50","$1,507.50",2017-02-02,2017-02-16,1,FMDC,"This position with OA/FMDC performs preventive maintenance and monitoring activities on equipment such as air handlers, refrigeration and air conditioning units, high and low pressure steam systems, heating, ventilation, and air conditioning (HVAC) systems; records meter and gauge readings; cleans coils and oils motors; replaces belts, filters, switches, gauges and motors.    Assists skilled carpenters, plumbers, electricians, electronics technicians, or other higher-level maintenance staff in performing more complex maintenance, repair, and construction activities.    Paints buildings and equipment; patch plaster walls; repairs or replaces tiles and other wall coverings.    Repairs and constructs wood and metal equipment, furniture, doors, windows, shelves, floors, security screens, and other fixtures; assembles modular furniture.    Work schedule is Monday through Friday, 7:30 a.m. � 4:00 p.m.",Full-Time,Mary Limbach,301 W. High St. Suite 430,,Jefferson City,MO,65101,,,,mary.limbach@oa.mo.gov,"Successful applicants must be on the Merit Register by filling out an EASe application at https://www.ease.mo.gov or be appointable under the Merit System for the Maintenance Worker I classification.    In addition, please submit your resume with a letter of interest to the contact.",Merit,,63133,49909800,"Installation, Maintenance, and Repair Occupations","Helpers--Installation, Maintenance, and Repair Workers",http://oa.mo.gov/job-opportunity/3746-17/maintenance-worker-i,https://mocareers.mo.gov/Details?id=5937,STATE OF MISSOURI,"(38.6787998, -90.3042778)"
5948,Habilitation Specialist II,Annual,"$34,416.00","$48,852.00",2017-02-03,2017-02-16,2,Central MO Regional Office,"This description may not include all of the duties, knowledge, skills, or abilities associated with this classification.    Serves as a Qualified Developmental Disability Professional (QDDP) for a number of assigned clients residing in a habilitation center or serves as a member of a behavior resource team providing positive behavior supports for individuals living at home or in community-based residential settings who are encountering, or are likely to encounter, crisis events due to challenging behaviors.    Supervises the delivery of each client's individual plan, which includes training and habilitation services; writes, approves, and signs staffing summaries, quarterly reviews, individual habilitation plans, and client progress reports.    Observes and evaluates client behaviors; assists in developing support strategies; provides consultation and training to individuals, their families, other caretakers, and service providers; and implements behavior supports and monitors their effectiveness.    Implements and monitors individualized habilitation plans in such areas as self-care (i.e., grooming, toileting, eating, dressing), communication, socialization, safety, perceptual motor skills, functional arithmetic (i.e., numerals, money, measurement, time), positive behavior supports, vocational skills, domestic skills, community experience, and other specialized areas based on individualized habilitation goals.    Serves as a member of an interdisciplinary treatment team in developing and reviewing individualized habilitation plans, observes client participation in habilitation programs, reports on client progress, and makes recommendations concerning changes in the individual habilitation plan.    Supervises and monitors the work of Developmental Assistants and other employees as assigned.    Selects, adapts, and implements program activities with minimal supervision within established guidelines.    Performs other related work as assigned.",Full-Time,Stephanie Newman,900 W. Nifong,Suite 200,Columbia,MO,65203,5734416294,,5738844294,Stephanie.Newman@dmh.mo.gov,In additional to completing the State of Missouri Online EASe application please complete the DMH Application found at the link below.  DMH Application can be return to Stephanie Newman.,Merit,,65203,21109999,Community and Social Services Occupations,"Community and Social Service Specialists, All Other",http://dmh.mo.gov/docs/hr/application.pdf,https://mocareers.mo.gov/Details?id=5948,STATE OF MISSOURI,"(38.9538484, -92.3714428)"
5908,Office Support Assistant,Annual,"$22,992.00","$23,628.00",2017-02-01,2017-02-16,1,Division of Youth Services,"Types, utilizing a computer keyboard and word processing software, and edits a variety of material, frequently involving technical or specialized terminology; transcribes from dictating equipment.  Reviews documents for accuracy, completeness, and compliance.  Composes routine correspondence; proofreads and/or finalizes letters, memorandums, reports, or other documents for approval and/or signature.  Establishes and maintains filing systems; prepares records for storage and/or archiving.",Full-Time,Division of Youth Services,Attn: Krista Salyer,1903 Northwood Drive,Poplar Bluff,MO,63901,5738409540,,5738409387,krista.salyer@dss.mo.gov,"You must include a cover letter, resume, photocopy of official transcripts (if applicable), DSS Application for Employment and DYS Employment Application Addendum.",Merit,,63901,43919999,Office and Administrative Support Occupations,"Office and Administrative Support Workers, All Other",,https://mocareers.mo.gov/Details?id=5908,STATE OF MISSOURI,"(36.7378524, -90.4879916)"
5940,Refrigeration Mechanic I,Semi-Monthly,"$1,274.00","$1,782.50",2017-02-03,2017-02-17,1,FMDC,"This position is responsible for daily inspections, adjustments, troubleshooting, repairs, replacement and preventative maintenance on commercial refrigeration and HVAC equipment and their associated controls.  Maintains preventative maintenance schedules, work orders and parts inventory. Respond to daily tenant hot and cold request.    Work schedule is Monday through Friday, 8:00 a.m. to 5:00 p.m.",Full-Time,Mary Limbach,301 W. High St. Suite 430,,Jefferson City,MO,65101,,,,mary.limbach@oa.mo.gov,"Successful applicants must be on the Merit Register by filling out an EASe application at https://www.ease.mo.gov  or be appointable under the Merit System for the Refrigeration Mechanic I classification.    In addition, please submit your resume with a letter of interest to the contact.",Merit,,65101,49902100,"Installation, Maintenance, and Repair Occupations","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",http://oa.mo.gov/job-opportunity/3751-17/refrigeration-mechanic-i,https://mocareers.mo.gov/Details?id=5940,STATE OF MISSOURI,"(38.528107, -92.1646722)"
5942,Information Technology Specialist I,Semi-Monthly,"$2,035.50","$2,958.50",2017-02-03,2017-02-17,1,ITSD,"This position provides coordination of technical and client resources for the efficient and effective delivery of an Electronic Content Management solution. This includes Business Analysis, Project Planning, Resource Coordination, Project Tracking and communication with all stakeholders.  Provides technical expertise for analyzing, designing, implementing, testing and maintaining Enterprise-level Electronic Content Management (ECM) solutions.",Full-Time,Melanie Morfeld,301 W. High St. Suite 430,,Jefferson City,MO,65101,,,,melanie.morfeld@oa.mo.gov,"NOTE: YOU MUST INCLUDE A COPY OF YOUR MOST CURRENT TRANSCRIPTS and resume, and e-mail to address provided.    Please include the job posting number when applying for this position.    Review the required skills and qualifications before applying for this position. Candidates must also complete an on-line application which can be found at https://www.ease.mo.gov/Logon/RegisterOrLogon     Applicants need to be eligible to work in the United States.",Merit,,65101,15119909,Computer and Mathematical Occupations,Information Technology Project Managers,https://it-careers.mo.gov/job-opportunity/3756-17/information-technology-specialist-i,https://mocareers.mo.gov/Details?id=5942,STATE OF MISSOURI,"(38.528107, -92.1646722)"
5926,Career Pathways Manager,Annual,"$54,120.00","$54,120.00",2017-02-02,2017-02-17,1,State of Missouri Department of Elementary and Secondary Education,"Job Opportunity Notice  Career Pathways Manager  Annual Salary: $54,120  Full-time, benefited position  Missouri Career Pathways  Office of College and Career Readiness    APPLICATION PROCESS  All applications MUST be submitted electronically to be considered for the review process. Complete the employment application at https://desemo.applicantpro.com/jobs/.  Once on The Missouri Department of Elementary and Secondary Education's website, complete the ""Apply Now"" information to the right, then click ""Apply for this Position"". This will direct you to the online application. Attach a scanned copy of college transcripts (if applicable for the position) with the application. An e-mail confirmation will be sent once the application is received electronically.    NOTE: If a college degree is a requirement for this position, transcripts MUST be submitted with the application in order to be considered for employment.  Failure to include transcripts (when required for the position) with your application will eliminate the application from the review process.     EXAMPLES OF WORK PERFORMED  Develop and maintain relationships with state agencies related to workforce and economic development.  Develop and maintain relationships with organizations within the state related to the various high-demand and growing occupational areas.  Develop and maintain partnerships with appropriate school districts and occupational organizations in expanding Pathways in the state.  Attend all state Career and Technical Education Advisory Committee Meetings.  Develop and maintain a relationship with the Department of Higher Education and appropriate institutions to smooth the development of new and existing programs of study.  Work directly with Regional Pathways Site Coordinators, State and Regional Pathways Steering Committees, schools, business and industry contacts and other state agency personnel.  Provide leadership and support in shaping and implementing new program work focused on work-based learning in the middle through high school years, bridging to post-secondary education or training.  Coordinate and review research and collect, analyze and disseminate data as requested and required for the development and implementation of the statewide Pathways strategic plan.  Develop, implement and disseminate ongoing evaluative assessments and targeted growth for identified deliverables to gauge overall success of promoted partnerships.  Ensure that targeted deliverables are achieved as outlined in statewide strategic plan.    Develop the Missouri Career Pathways Strategic Plan based on input from Planning Team.  Oversee the development of marketing materials for Missouri Career Pathways; keep website up-to-date.  Participate in a variety of meetings, workshops and committees for the purpose of conveying and/or gathering information required to perform functions and remaining knowledgeable of program guidelines.  Provide quarterly progress updates to Assistant Commissioner and others as requested.  Conduct evaluations for all Missouri Career Pathways staff.  Demonstrate excellent public speaking skills required for presentations to various stakeholders.  Interpret data and research reports that pertain to the alignment of educational opportunities with career opportunities.",Full-Time,,,,,MO,,,,,jessica.schwartz@dese.mo.gov,"For more information, or to apply now, you must go to the website below. Please DO NOT email your resume to us as we only accept applications through our website.    https://www.applicantpro.com/j/521782-143297",Other,,65101,25108100,"Education, Training, and Library Occupations","Education Teachers, Postsecondary",,https://mocareers.mo.gov/Details?id=5926,STATE OF MISSOURI,"(38.528107, -92.1646722)"
5946,Facilities Operations Manager-Band 2,Semi-Monthly,"$2,021.00","$3,280.50",2017-02-03,2017-02-17,1,FMDC,"This position with OA/FMDC is administrative and managerial, who provides oversight, direction, coordination and scheduling for tenant services within 500+ leased facilities statewide and also for state owned facilities as needed.  Services include oversight and supervision of 11 staff who provide systems  furniture installation, construction, carpet installation, data wiring, moves and other services as requested by state agencies located in state owned and leased facilities.  Oversight of multiple contracts that are used for system installs, moves, data and other services as needed.  This position must interact closely with the tenant agencies, act as liaison between Real Estate Services staff, Tenant Agencies, Lessors, contractors, and management of FMDC.  Must also direct and manage personnel in the areas of tenant services and facilities operations within leased and state owned facilities to ensure tenant projects are completed on time, within budget, and in compliance with policies and regulations.    Works schedule is Monday through Friday, 8:00 a.m. � 5:00 p.m.",Full-Time,Mary Limbach,301 W. High St. Suite 430,,Jefferson City,MO,65101,,,,mary.limbach@oa.mo.gov,"Successful applicants must be on the Merit Register by filling out an EASe application at https://www.ease.mo.gov  or be appointable under the Merit System for the Facility Operations Manager classification.    In addition, please submit your resume with a letter of interest to the contact.",Merit,,65101,11102100,Management Occupations,General and Operations Managers,http://oa.mo.gov/job-opportunity/3771-17/facilities-operations-manager-band-2,https://mocareers.mo.gov/Details?id=5946,STATE OF MISSOURI,"(38.528107, -92.1646722)"
5947,Corrections Officer II,Annual,"$30,732.00","$42,936.00",2017-02-03,2017-02-17,1,CTCC,This position is assigned to the first shift (11 p.m. - 7 a.m.) with Wednesday/Thursday RDOs.  The position supervises nine (9) corrections officers and is the assistant shift supervisor to the shift.  Duties include filling in for the shift supervisor when they are not at the facility and other duties normally associated with a COII.,Full-Time,Chasity Sheffield,1393 State Road O,,Fulton,mo,65251,5735924040,242,5735924026,chasity.sheffield@doc.mo.gov,,Merit,,65251,33301200,Protective Service Occupations,Correctional Officers and Jailers,,https://mocareers.mo.gov/Details?id=5947,STATE OF MISSOURI,"(38.8461702, -91.949021)"
